Recall,Precision,F-Score
0.6334215661789192,0.6526770451770452,0.6191813207565715
0.6322951925525455,0.6505740714244549,0.6208095997335255
0.6308528562940328,0.6499249363897197,0.6153212964960861
0.6291783706489589,0.6648913219133807,0.6172963469819204
0.607021528308293,0.6241044372294373,0.5918000738583871
0.6253116409734056,0.6315145990546447,0.6041669447933389
0.6506360387978034,0.652095606663718,0.641024043799535
0.6574464710126474,0.6796577197312491,0.6415695242496808
0.634398526310291,0.6390453484031859,0.6188899685485187
0.6390331278198926,0.635620702826585,0.6292610423748359
0.6450154298316062,0.6442419083324655,0.6348208104795879
0.6478331676493442,0.6672616289798952,0.6415750815335829
0.6100585607203255,0.6241621491253844,0.5962402021865969
0.629151016467193,0.6274039483907904,0.6110052621311952
0.6233781577899226,0.6113657567063141,0.6006720774953809
0.6134475042930926,0.6075088555235614,0.5975930082238398
0.6345832231493996,0.6147955662758294,0.6145301315753997
0.6405386566048331,0.6297242772707169,0.6223048304843879
0.6007974460180343,0.5955419715733183,0.5916654564428763
0.6338883216456747,0.6080357291057755,0.6086294685542659
0.6652776675938441,0.6448109054688003,0.6425963045479154
0.5804433842301491,0.5687138504807437,0.5597529916868702
0.6442787359699125,0.6485261156971683,0.6280686474014451
0.6337030698060111,0.6297161281700755,0.6152646104067048
0.6591847817215465,0.6564936568419542,0.6447923396948834
0.6016012051673816,0.6109442896285001,0.5874428712972762
0.6098876899244545,0.6109838884026191,0.5945212222506017
0.6617627103288868,0.656286536176242,0.6408125271918375
0.6255202518070165,0.6468816490527016,0.6161542865702073
0.6157825793487558,0.6373924487194478,0.604385789621885
0.6213433666007195,0.6239260790808778,0.6079393589518551
0.6366531874987758,0.6150749918725926,0.6120115732764816
0.6201252301619948,0.6379834076125637,0.6119141843861637
0.6561753809915574,0.685812969924812,0.6442138725576755
0.6262288895744778,0.6188061983166473,0.6099716767643631
0.6418433241595006,0.6362454637725535,0.6246732309313361
0.6009426276338041,0.5972197367476004,0.5902240004600338
0.6391050207961972,0.6402964188374405,0.632125011557821
0.6230922631290279,0.6251099021377658,0.6161747688835536
0.6372791669115199,0.6224366850469791,0.6177895765891328
0.6525751413619061,0.63499000999001,0.6340297314937934
0.660774491031844,0.6297839905192847,0.6331323588143312
0.6411389386757034,0.6672488979029226,0.6285861387326683
0.6317663463986993,0.6123233751542575,0.6089794399100028
0.6696743126154892,0.6964251980389751,0.6573863891578804
0.6287462619080265,0.6279582887013228,0.6122202458744053
0.609093692255457,0.6104080192683133,0.5901759855802629
0.6380421049538698,0.6428940422322775,0.6165733358039459
0.619100164541341,0.65013992586361,0.6100184616935665
0.6515770014299427,0.6761376787557127,0.6297347468122185
0.6451549920667567,0.6549938159535682,0.6382090060611898
0.636315151351916,0.6240837415508468,0.6164758944490579
0.6390295611251493,0.6443449131278078,0.6289909851535238
0.6198952518070165,0.639549394319131,0.605928419381571
0.6291329789491554,0.6362240537240538,0.617787393532115
0.6420637777255424,0.6478250267104755,0.6288259737310969
0.6515958632870398,0.6680003903475266,0.6405829487065184
0.6604818873936522,0.6675069043275564,0.6408467115814622
0.6612192750060397,0.6830220514779339,0.6524628328832293
0.6486184526258058,0.6489939309056956,0.6417683268998792
0.6483048977166626,0.6624445229263342,0.6298831259414688
0.6130927487545135,0.6007507806520963,0.5950517784935299
0.6209919533081298,0.6104333641504693,0.6054394457469603
0.6075025750393397,0.6308052454791585,0.592346274796389
0.6481331944199591,0.6538596710307235,0.6315938107206036
0.6156950076067723,0.6138104740117124,0.607956597602349
0.6252574590442238,0.6535256008611271,0.6113995101059796
0.6551628314495962,0.6413127599524658,0.6352559430652737
0.6470117668279431,0.6326007326007325,0.6258775078303209
0.6144824007691655,0.6041102984562737,0.5980139164860901
0.6642199752861517,0.6976519642638064,0.6527127509733048
0.6601725439593087,0.6600734727089217,0.6446827270087685
0.6516655852317617,0.6295706808671205,0.6295452791876686
0.6113770543182308,0.6128074330210553,0.6002918680438801
0.6300193638061284,0.6173243186981576,0.6109314623852716
0.6513258065463948,0.6566234415907151,0.6430913047967295
0.6313642689010336,0.645665456619404,0.6182854950786437
0.6354861886479534,0.6364675097434385,0.6205152359286554
0.6829053870965636,0.6736241338640719,0.6634733709524803
0.6463863995481642,0.669647031460112,0.6327349205336789
0.6230886556254203,0.6434084117636749,0.6223574215617536
0.6441321260438908,0.6470695033866389,0.6271194796884589
0.6668189735101498,0.6665615389512449,0.6572666645483982
0.611142011583188,0.6033029180571748,0.5984159482155673
0.6283494365112012,0.6227266109793199,0.6150532165596304
0.6282785555947321,0.6215946675873145,0.6123261894684732
0.6005769026724909,0.6255024772773627,0.5928879220185994
0.6247767591885238,0.6335001550680814,0.6154589826902106
0.61710068526245,0.616706429535377,0.6007513187470839
0.6043077347489112,0.6136646331786998,0.5965653364638615
0.600704928241693,0.5901394995183695,0.5848523543430317
0.608487582678759,0.58835179526356,0.5926559560490342
0.6543856021429552,0.6381102907670245,0.6312783273226248
0.6403655168361051,0.6181352584893606,0.6186166027930005
0.6030137509549275,0.5917396492396492,0.5854830328156637
0.602902183600713,0.6105679124796771,0.592905100784056
0.6272832600406131,0.6154111576847645,0.61270543088251
0.6396063046430693,0.6575661045610736,0.6198478158975201
0.6392881995455524,0.6639049555162087,0.628437294900882
0.638663656604833,0.6206803041729512,0.6212447706395077
0.634791556482733,0.6823714956067897,0.6240350214444641
0.6470623412535177,0.6446580298786181,0.6289754586099467
0.6101588974750738,0.6133151246328491,0.5958606140290243
0.6586983931101578,0.645219045660222,0.6352595811783585
0.6614043187204952,0.676049511633877,0.6467438957643932
0.6293579133285016,0.6112187251602886,0.6007308808500491
0.6367530059809472,0.6292056105659045,0.6146432153494398
0.6106645723557488,0.6244044723766086,0.6045618261902217
0.6274257768375416,0.6296611191096485,0.608034077542652
0.6867221748839397,0.7036322814612288,0.6758114470366486
0.6170763550175316,0.5892794627972646,0.5960859257110649
0.6387253800121447,0.6324055367147472,0.6252625176765487
0.652426262463027,0.6514271944515753,0.6425751970967909
0.635853064419241,0.6736761552860624,0.6261975579803543
0.6340645751307515,0.6149120867055651,0.6131815919667478
0.6218025805893453,0.627144156583011,0.6106177570778589
0.6489118601986249,0.6725232146594375,0.6344723251593506
0.6311801474669123,0.6389630435354119,0.6149757387691729
0.6488982422805953,0.6595619127604423,0.631397431045583
0.6093313916475681,0.5949513315631736,0.593068507055181
0.6676030995148643,0.6627756234993076,0.6512970480830155
0.6125244077817606,0.6226777279737805,0.5984881864051442
0.6472437570599336,0.6207281117575234,0.6168678637137158
0.640836067527244,0.6377869326815181,0.6213499045583817
0.6379716198833847,0.6342864570070452,0.6214964789043737
0.6226268461930226,0.655570818070818,0.6067726953206999
0.6665415915783564,0.6751263564866508,0.6479498567388333
0.6431676248588014,0.6311241617859265,0.6254477972859385
0.6738982137143902,0.6702802018243195,0.6611282164355335
0.6691400552062317,0.678497279294493,0.6568611063120976
0.6156391117052882,0.5986698309860075,0.6003662957566461
0.63262934369552,0.6392411240458588,0.6173346903212337
0.5941975671387436,0.5829726645903116,0.579160421949146
0.6685639646301411,0.6758120059764796,0.6373687444410299
0.6473320021481787,0.6393762487512487,0.6331635968397095
0.6629442167309814,0.6811134004884004,0.6515007633638328
0.6552924444836209,0.638935643782191,0.634244259210351
0.6432336209542091,0.6317586094675878,0.6241386794300952
0.6467325525781408,0.6512755429125398,0.6360708458341777
0.6418238501694384,0.6604348257521633,0.625744411533885
0.6018564850182498,0.5993276943644592,0.5824156041268251
0.6444448198859963,0.6369359753163933,0.6285740049543886
0.6401123672079554,0.6205361999111999,0.6103614239158134
0.6389659727527374,0.6302629315129316,0.6236803385853178
0.6543068818436466,0.6344609993120054,0.6391588211508066
0.6070777914895562,0.6451433803479839,0.5970613161871205
0.6163638934594817,0.6107440025612054,0.5994105023602774
0.6340495207406972,0.6323050775334056,0.6132885415219881
0.6481656129817893,0.6376230351773831,0.6343821244707865
0.576482186114539,0.5548022116772118,0.5577735695330837
0.6592864570070452,0.6637226344627238,0.6454553837796897
0.6875202860864625,0.6676969968456037,0.6696000130332254
0.6716337420749185,0.7103458237668764,0.6663309916150029
0.6543326403988169,0.6497168640183346,0.6342421523279784
0.6256578919446566,0.6294352609464838,0.6150094042335422
0.6620242829066358,0.6965931168504699,0.6431273187739637
0.6498622496784262,0.6623129794182425,0.6352866108807758
0.6338906722362603,0.6433448359420899,0.6272480078742535
0.6219228769596417,0.637623078718667,0.6190584239827801
0.6348875022036786,0.6283505190200236,0.6183453011828692
0.6509911004028652,0.6713949135659663,0.6381118014645464
0.6369715292877057,0.6226416273784695,0.6171567280269641
0.6400709502915386,0.6226030277771765,0.6199695003989774
0.6252058439926087,0.619041821181914,0.5993478838985804
0.6286220805338452,0.6101591719683824,0.6108247991693649
0.6205546822458587,0.6328875948612791,0.6142414445164887
0.6354058727220492,0.6449600199851748,0.6199601132398247
0.6117214117581764,0.6210488100575932,0.5954265341027553
0.626123329285094,0.6334880070909483,0.5973814351820599
0.6426021486683251,0.6379487179487179,0.6281284180108916
0.63611405343023,0.6333734570383177,0.6250447135693243
0.6546759572127219,0.6324892560999371,0.6309070854369738
0.6084069484437131,0.6058182230995698,0.5992715236107901
0.6362049551755434,0.6240496921379275,0.6078238374094989
0.6335808717426366,0.6402784487614208,0.6248174691409984
